frame,body_angle,hip_shoulder_vertical_diff,hip_ankle_vertical_diff,shoulder_elbow_angle,wrist_shoulder_hip_angle,shoulder_wrist_vertical_diff,elbow_angle
35,145.8193580411242,-0.0229537189006805,-0.0492827892303466,112.41075692641652,100.21719069995368,-0.2224029898643493,159.9220064982138
36,144.8677809315922,-0.0308943390846252,-0.0476415455341339,116.40195507315048,103.3526146591908,-0.2145091891288757,158.58225835559298
37,142.68473208568437,-0.0393279194831848,-0.0457862019538879,119.35276437103366,106.1810463258245,-0.2059790790081024,158.8032940449859
38,143.85763381240224,-0.0434255897998809,-0.0397107303142547,121.32919238191649,107.976265249024,-0.1964064538478851,158.26162787462394
39,145.4586176305795,-0.0478180646896362,-0.03289395570755,125.45537980824034,109.85042331447534,-0.1823468506336212,155.97778516793346
40,145.42836864312557,-0.0535203516483306,-0.0286477804183959,129.81547091635758,112.19327057672864,-0.170338362455368,154.66667700168566
41,147.09249988031775,-0.053178459405899,-0.0254670679569244,129.61001981427768,112.28196562542158,-0.1678799986839294,154.86429711912166
42,146.686847989918,-0.0566968023777008,-0.0227414667606353,130.4209410280275,115.31994537512952,-0.1629897654056549,158.65266906639047
43,148.5680583404143,-0.0582880675792694,-0.0176544189453125,123.91040132983616,115.51157515017604,-0.1610459089279174,169.87107893437158
44,151.46930649416527,-0.0597235262393951,-0.0111345946788787,119.4069816303268,115.15665007371489,-0.1604538857936859,175.12639572329917
45,156.08618770757138,-0.0556753277778625,-0.0047670602798461,113.50307258119368,113.43986462196366,-0.162542849779129,179.93162236980456
46,160.27175687297722,-0.0565076768398284,0.0034776031970977,67.28308361077717,111.50180229949387,-0.1569490432739257,134.76077508795242
47,163.51029292393687,-0.0547919273376464,0.0079035758972167,15.67005167776823,109.01140224862888,-0.1556447148323059,52.903414790287
48,167.0062425678483,-0.0552274286746978,0.0144773423671722,32.890864657557245,108.73090447055182,-0.1517040133476257,102.14165013068418
49,170.65376583121952,-0.0557634234428405,0.0199325084686279,0.5165154978794796,108.95097547473142,-0.1406844854354858,68.67031975214924
50,174.47520260825138,-0.053521305322647,0.025142103433609,122.14797064707824,113.74205166549248,-0.0982399582862854,51.76358580674065
51,176.7271089915386,-0.0537425279617309,0.0281823575496673,130.3961998828059,120.23273770059356,-0.0765680074691772,59.00551622947916
52,178.08370327477354,-0.0549023151397705,0.0323245227336883,119.63130265069336,119.62872385367616,-0.0753187537193298,47.29214288690186
53,178.74303102713736,-0.056244671344757,0.0349295139312744,113.73179752535272,119.58958620067932,-0.0751841068267822,41.40719495072455
54,178.03321078565253,-0.0577047765254974,0.0352213084697723,115.79297075085826,119.0919814566398,-0.0698622465133667,41.9073077283442
55,177.45958420606863,-0.0585701763629913,0.0350101292133331,114.14831452918597,119.38561947501329,-0.0737917423248291,42.205833554445256
56,177.12549337921803,-0.0571065843105316,0.0334737300872802,132.60392426936224,118.99920773781736,-0.0727096796035766,56.72040597740448
57,174.6407424358869,-0.0563929378986358,0.0281237959861755,137.1546833048727,120.24340301804062,-0.0646226406097412,60.24377784168053
58,175.9303956795594,-0.0565873682498931,0.0307130813598632,123.57028501410332,120.4714397422714,-0.0568368434906005,47.49567718878776
59,169.30170856652137,-0.0637305974960327,0.0227417945861816,106.1705811863255,115.59123644409787,-0.106696605682373,37.67366112130196
60,161.4432977533448,-0.0674062669277191,0.0111289918422698,169.40407513402926,115.53298434069092,-0.1370238065719604,125.04528687456144
61,151.279985645636,-0.06970676779747,-0.005694031715393,125.97079679430132,115.87991643049116,-0.1539388298988342,168.38503908047124
62,145.98298926056856,-0.0671943426132202,-0.0175217390060424,104.68292534489274,114.64804724580615,-0.1634824872016906,168.6283604159823
63,143.28177149091903,-0.0611169338226318,-0.0268964767456054,107.16477846213095,112.10883789095872,-0.1754478216171264,174.04936349513915
64,139.12357651875013,-0.0587466955184936,-0.0390737652778625,121.03479938282511,111.53650015109967,-0.1842491924762725,166.85581535544685
65,137.13101683607928,-0.0500312745571136,-0.0502788424491882,122.46352102062087,108.67927786953784,-0.2011573612689972,159.00554378722
66,138.19654895258867,-0.0384610295295715,-0.0574190318584442,119.23853912248585,105.25314585749008,-0.2162776589393615,156.77030500860934
67,138.33494797657323,-0.0310170352458953,-0.0645151734352111,116.64704192011284,102.67201042483578,-0.2267100214958191,156.21127890678443
68,139.13192767255873,-0.0222556591033935,-0.0710760056972503,112.4573666867449,99.85714541012555,-0.2393403649330139,158.2311808064426
69,141.61235677467792,-0.0120124220848083,-0.0736079514026641,107.89980590716556,96.10833837837504,-0.2529473602771759,159.42781393033997
70,142.94818453835475,-0.0006007552146911,-0.0739210247993469,101.59949654718172,92.84885059699089,-0.2703538239002228,163.56469394550788
71,145.84795198716083,0.0093463659286499,-0.0745221376419067,94.02551424838988,89.07077295777029,-0.2829761207103729,170.19809443986728
72,146.68719681717204,0.0171605050563812,-0.0783171355724334,88.89174562914576,85.73082100923254,-0.2964538931846618,173.64343830823216
73,145.23554552928934,0.0225805640220642,-0.0862129926681518,85.92428617908752,84.166349677185,-0.3145416676998138,176.51585862251923
74,145.7389240461342,0.0207306146621704,-0.0884890556335449,86.51998891609551,85.3629272412111,-0.3168976306915283,177.7083513803873
