frame,body_angle,hip_shoulder_vertical_diff,hip_ankle_vertical_diff,shoulder_elbow_angle,wrist_shoulder_hip_angle,shoulder_wrist_vertical_diff,elbow_angle
63,61.76849459491698,-0.1142932474613189,-0.1196906566619873,135.95661772305763,135.15671779465302,-0.2929936051368713,178.48085000577544
64,61.68912191286517,-0.1162843108177185,-0.1204067766666412,136.02262886654728,135.43887205897866,-0.2862015664577484,178.85263045158027
65,62.47287307716677,-0.1163621246814727,-0.1207624375820159,135.2953882077977,135.11110228471418,-0.2796053290367126,179.62838448006897
66,61.83674712022216,-0.1163666546344757,-0.1250441074371338,134.45886096720557,134.6120402836494,-0.2757197320461273,179.6798471545243
67,62.16629296091223,-0.1163215041160583,-0.120507925748825,134.36185372954745,134.3680923177405,-0.2677495181560516,179.98700509782282
68,61.92021312296535,-0.1163876950740814,-0.1121206581592559,134.17395508378257,134.1866182497147,-0.2613935172557831,179.97342540907496
69,58.72928952688174,-0.1227470934391021,-0.1066362857818603,134.7044847381049,135.087249834493,-0.2500787377357483,179.21515256835946
70,46.36426047975471,-0.1294070482254028,-0.0887093245983123,135.85390304886974,136.1628403465497,-0.2414076328277588,179.39041183807032
71,43.94401653436175,-0.1348667442798614,-0.082114577293396,136.65383536178442,137.08589465759746,-0.2327386736869812,179.17517010787606
72,39.51517026973045,-0.1421981155872345,-0.0772046446800232,138.46895754365727,138.6825180466366,-0.2228133082389831,179.59182596044147
73,44.64410020864268,-0.1437967419624328,-0.090356171131134,138.53970129187323,138.99265697349972,-0.2152810096740722,179.20021716433348
74,54.06510624075148,-0.145134299993515,-0.0881713032722473,137.3264258541812,138.13556504264787,-0.2084105610847473,178.671148027568
75,58.27803239580798,-0.1455672681331634,-0.0799737274646759,135.06719582103617,137.59027170185232,-0.1983200311660766,176.18412236932716
76,60.40901096831864,-0.1485446095466613,-0.0762905478477478,131.74314528750767,137.17802325888331,-0.1829632520675659,172.3708401530328
77,58.23270002672326,-0.1549248099327087,-0.0794272422790527,135.8846198347528,139.01143949468243,-0.1811241507530212,175.3849680834867
78,57.26448721287739,-0.159322440624237,-0.0752561688423156,135.0759130462679,139.60054892006454,-0.1730891466140747,173.5507662260914
79,52.863595616408254,-0.1628103256225586,-0.0721583068370819,132.0297554342307,139.89270583620043,-0.1663365364074707,169.22052816108032
80,50.95404704513714,-0.1688416600227356,-0.0716691613197326,121.95863854839172,140.11414718580215,-0.1491663455963134,156.04518063722278
81,51.39349393112455,-0.1697802245616912,-0.0693388283252716,104.79800334271329,138.69057439405358,-0.1359702348709106,136.8453184009979
82,53.01921210433799,-0.1696934700012207,-0.0625382363796234,94.9204801570658,135.72360289158047,-0.1163879632949829,127.31302940717086
83,54.08075195337018,-0.1694927811622619,-0.0613521337509155,91.2926405236778,135.7885572334866,-0.1206941604614257,124.18163358592848
84,60.01633201216279,-0.1686591207981109,-0.0465879440307617,91.97258683940636,135.9007518278706,-0.1243960261344909,124.89512032992369
85,62.34253103893312,-0.1679475307464599,-0.0465613305568695,96.1565890641059,136.80776465685815,-0.1332274079322815,128.4735867437825
86,66.09599982576466,-0.1669675409793853,-0.0477625131607055,100.65089744094432,137.14925601186906,-0.1424453258514404,133.40444017800812
87,68.20755593885409,-0.1657890975475311,-0.0480404198169708,100.73052512010172,136.9837235195407,-0.141575813293457,133.0023430898314
88,70.76896865793042,-0.165671706199646,-0.0492565929889678,100.08254972891224,136.60155049698307,-0.1413884758949279,132.81790983845318
89,67.95057035513989,-0.1675233244895935,-0.0526115298271179,102.08689916349208,137.13559663501496,-0.1453496813774109,134.81602367582343
90,66.22628064300174,-0.1653599143028259,-0.0559377968311309,105.78510086626824,137.144683716982,-0.1498822569847107,138.69032385888252
91,62.10156094015552,-0.1652827560901641,-0.0668134093284607,114.95900103163108,137.84205763225384,-0.153427243232727,148.39643221941552
92,60.77754162770447,-0.1644195318222046,-0.0701825618743896,121.73372049286004,138.85329928481048,-0.158909261226654,156.6099408386691
93,58.30184446406043,-0.1638484597206115,-0.0742918252944946,126.9373872347357,139.77642983336744,-0.1631544232368469,162.4789346190347
94,56.1058049565527,-0.1603588163852691,-0.077216625213623,130.9600585051631,140.16786396936294,-0.1731609106063842,167.3456598709624
95,55.07565845630951,-0.1557502150535583,-0.0728555917739868,135.85048703925727,140.15451550290155,-0.1821796894073486,173.91712334596414
96,54.93651143962823,-0.1493662595748901,-0.0790878534317016,134.69109849103708,138.3577083146599,-0.195235788822174,174.4681354949238
97,54.63251743547291,-0.1455385684967041,-0.0841924250125885,134.3075621048767,137.4072318230586,-0.2057812809944152,175.05480382410374
98,53.571486814965326,-0.1369703710079193,-0.0836910605430603,134.51931121019385,136.49576554754532,-0.2192924618721008,176.6539907769987
99,54.37242442087526,-0.1325887441635131,-0.0789395570755004,134.21807732365576,135.81022060476155,-0.2288815379142761,177.40130462956222
100,57.7621261423528,-0.1231734156608581,-0.0837754905223846,132.71541084947003,134.27124665122415,-0.2436555027961731,177.0856842112254
101,70.616073894247,-0.1168312430381774,-0.0923936069011688,131.269509213207,132.848454457438,-0.2553476095199585,176.772856022818
102,69.62193505184321,-0.1094032227993011,-0.1167019009590148,129.51159669647342,131.26010412216655,-0.2658478617668152,176.41399030509882
