frame,body_angle,hip_shoulder_vertical_diff,hip_ankle_vertical_diff,shoulder_elbow_angle,wrist_shoulder_hip_angle,shoulder_wrist_vertical_diff,elbow_angle
138,151.14196327550775,-0.0393034815788269,0.0641956329345703,126.7141950532154,111.26061598778185,-0.153235375881195,161.06898931497753
139,151.1471114707307,-0.038785696029663,0.066162884235382,123.09333182376304,110.92655191454504,-0.1343466639518737,164.63290805843351
140,152.95285893509478,-0.0481509566307067,0.0723689794540405,137.2392790977192,116.7617147239456,-0.1278124451637268,155.36578712131754
141,156.37535751160632,-0.0559883117675781,0.075157344341278,151.04234145478253,121.30272528396196,-0.1251897811889648,146.06893845096545
142,159.02131954685942,-0.0604503154754638,0.0767958760261535,73.92438903004259,122.25202382744068,-0.1090579628944397,13.605732154099655
143,163.14030586931224,-0.0657740831375122,0.0813386440277099,52.26158730760479,120.25337881894274,-0.0870780944824218,5.890547872338394
144,166.90935754741324,-0.0732291936874389,0.0812767744064331,49.09463286958528,121.32934477242624,-0.0539264678955078,5.863496413177638
145,168.54575142869314,-0.0770592093467712,0.0818763375282287,46.44403610503419,122.34016696981564,-0.0363698005676269,5.284591171669295
146,172.24698655022178,-0.0885524749755859,0.0833252072334289,37.368933104350624,56.25573513264732,0.0150895714759826,4.383754147444743
147,172.97766737122018,-0.092520534992218,0.0859059691429138,36.39114247234809,51.30960151118628,0.0213111639022827,5.34307753984009
148,174.4367818035969,-0.1015134453773498,0.0886480808258056,40.59007447858128,9.67190948144158,0.0098729729652404,5.107212847155071
149,175.0471061503608,-0.1090484857559204,0.0935167074203491,39.44211120769764,11.656892168821056,0.0124614834785461,5.2175704572755
150,174.05820457326195,-0.1051045656204223,0.0952980518341064,40.05747451575456,15.590290792681094,0.0055095553398132,7.361061659160922
151,174.07145054450908,-0.1054926514625549,0.0974975228309631,40.7981101876429,34.9316999272403,0.0010985136032104,6.03687636701743
152,173.42550061980103,-0.1052618622779846,0.0996676683425903,41.06019112188413,49.68534025402016,-0.0013323426246643,5.697364257643617
153,173.6919628689221,-0.1055917739868164,0.0991227030754089,40.13139357678743,19.230581376265505,0.0238659977912902,7.93812477555989
154,174.94778968340137,-0.1082617044448852,0.0965924859046936,38.19686566567535,20.93834273327999,0.0407954454421997,13.419371774312918
155,176.09565065692405,-0.1106187105178833,0.0962762832641601,37.382422175495655,31.02835398349512,0.0718596577644348,15.18269185144898
156,177.25391857342908,-0.1131523251533508,0.0968692898750305,38.119049233723366,34.095652840157705,0.0930360555648803,25.914212734472063
157,177.7170415720712,-0.1136019825935363,0.0960597395896911,38.28252751022319,35.706829930702625,0.0854562520980835,9.150713955031998
158,177.96811572935866,-0.114439308643341,0.097119390964508,38.019869629140594,36.81309710207272,0.0869213342666626,4.333265882320276
159,178.79059088191113,-0.1146401762962341,0.0973768830299377,38.68055000251238,36.35104892259695,0.085106611251831,8.170105312662706
160,178.6645148316985,-0.1151666045188903,0.0974363088607788,38.65886142290043,38.962090887043225,0.0881704092025756,1.5909473983883478
161,178.7167679965345,-0.1161834001541137,0.0976697206497192,38.55529436891839,33.14376259382957,0.0861821174621582,22.562007420769287
162,178.29623911384712,-0.1165483593940734,0.0976447463035583,38.48585196313546,33.2654592460808,0.0851467251777648,21.20473681079348
163,178.0690213939153,-0.1155071854591369,0.0976613163948059,38.89909680649637,33.40062809147916,0.082830786705017,20.595001306931717
164,178.8163916964145,-0.116395890712738,0.0944466590881347,38.68337441153876,35.390558298212135,0.0857588648796081,16.35255085453153
165,179.91156281183714,-0.1179580688476562,0.0894631743431091,38.78641031199969,36.3514174199467,0.0833362340927124,10.978625198613557
166,178.05243303370872,-0.1184719800949096,0.0842072963714599,37.589136223834686,38.12879109192798,0.0859952569007873,3.9727394499458937
167,176.88133535690233,-0.119864821434021,0.0814542174339294,36.48206900359163,37.5371625907463,0.0829331278800964,7.438461143170065
168,176.1215985231534,-0.1213775873184204,0.0811601877212524,36.343210554878006,40.431284560743165,0.0507726073265075,5.771683915053608
169,175.05377412968548,-0.121470034122467,0.0812212824821472,35.89222567631642,43.28643330880011,0.0254365801811218,3.598284381181032
170,173.38937181996826,-0.1205291152000427,0.0779024362564086,33.977198653356886,132.26279172549368,-0.017712116241455,2.8394482369872964
171,173.35672769089527,-0.1171829104423523,0.0737277269363403,31.353596888496018,134.67587846138753,-0.0721814632415771,8.279439221673009
172,167.125733655571,-0.1179105639457702,0.0594483613967895,26.688724983371603,136.886882573469,-0.0791679620742797,11.485901105603997
173,165.84528831724992,-0.1102417111396789,0.054806113243103,12.246817895638586,134.69448318679778,-0.0896743535995483,27.342193692555405
174,166.22941905264318,-0.101358950138092,0.048017144203186,5.457403071246056,132.78298853178987,-0.1004408001899719,45.59934561794277
175,160.8670117099536,-0.0965190529823303,0.0337205529212951,29.755285487430857,130.69717634623666,-0.1099504232406616,75.01167433826423
176,160.93474549970216,-0.0878452062606811,0.0291358232498168,93.90767119684271,128.5004713771574,-0.1277911067008972,141.54535708791363
177,158.57474255392015,-0.0833710432052612,0.0228370428085327,107.28266781190848,125.9526667966303,-0.1428585052490234,158.15328579860724
