model,accuracy,precision_weighted,recall_weighted,f1_weighted,train_time_sec,inference_time_sec
RandomForest (ROS+Bal),0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.09728050231933594,0.0035042762756347656
MLPClassifier (FCNN-ROS),0.8260869565217391,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.03409862518310547,0.0
XGBoost (ROS),0.8260869565217391,0.8425559947299078,0.8260869565217391,0.8225195094760313,0.1461787223815918,0.0010066032409667969
LightGBM (ROS),0.8260869565217391,0.8425559947299078,0.8260869565217391,0.8225195094760313,1.6746289730072021,0.0025091171264648438
GaussianNB (ROS),0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.00099945068359375,0.0
