frame,body_angle,hip_shoulder_vertical_diff,hip_ankle_vertical_diff,head_position_ratio,shoulder_elbow_angle,wrist_shoulder_hip_angle
0,76.58639404178334,-0.16674020886421204,-0.17326048016548157,0.0899972915649414,142.47641198586953,145.76370977106265
1,77.14837206020289,-0.16730111837387085,-0.16664481163024902,0.08969199657440186,142.45236422933598,145.8518982918113
2,77.24253555687733,-0.1676090955734253,-0.16437417268753052,0.08935409784317017,142.5502935016954,145.9397804732665
3,77.35574677641716,-0.16778039932250977,-0.16293948888778687,0.08910781145095825,142.6056586165706,145.98715709560565
4,77.47236462541568,-0.16791927814483643,-0.16161370277404785,0.08886963129043579,142.653848268628,146.0319292993172
5,77.50989882083964,-0.16791686415672302,-0.16139629483222961,0.08877283334732056,142.69235026147138,146.03221294881035
6,80.73634657533789,-0.16771277785301208,-0.155022531747818,0.0886417031288147,142.60141448702151,146.0181997496913
7,82.11091084156874,-0.1675986349582672,-0.15251246094703674,0.08863228559494019,142.55640708167667,146.02209007653792
8,81.45259972570013,-0.167405366897583,-0.15339213609695435,0.08869433403015137,142.54683688176115,146.0129717304692
9,80.62293301440037,-0.16713103652000427,-0.15471556782722473,0.08864778280258179,142.52919338858206,146.07748819492755
10,80.05587148268319,-0.1662832796573639,-0.15515294671058655,0.08828473091125488,142.38814994258314,146.09267797357688
11,82.4572014361366,-0.16515469551086426,-0.15404027700424194,0.08753907680511475,142.3155978441319,146.17094161625994
12,81.63268659534315,-0.16465619206428528,-0.158501535654068,0.08691567182540894,142.11980321932384,146.07648103120383
13,80.71916138963941,-0.16466397047042847,-0.15853732824325562,0.08667606115341187,142.05272005004116,146.0653930531406
14,80.31035681896849,-0.16465246677398682,-0.15835464000701904,0.08665823936462402,141.95143894382375,145.97979953081764
15,80.0029135006309,-0.16465893387794495,-0.15830519795417786,0.08655625581741333,141.9432394469257,145.9492830039236
16,79.92760598529517,-0.1643420159816742,-0.1579623520374298,0.08648711442947388,141.8978900414862,145.90603982143165
